"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-01-01","2019","01","01","","2.9","","-10.8","","-4.0","","22.0","","0.0","","","","","","1.0","","20","","29","","36",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-01-02","2019","01","02","","8.6","","1.2","","4.9","","13.1","","0.0","","","","","","0.0","","23","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-01-03","2019","01","03","","5.5","","-1.2","","2.2","","15.8","","0.0","","","","","","0.0","","21","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-01-04","2019","01","04","","-1.0","","-4.8","","-2.9","","20.9","","0.0","","","","","","3.1","","21","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-01-05","2019","01","05","","-3.7","","-5.9","","-4.8","","22.8","","0.0","","","","","","0.0","","24","","15","","39",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-01-06","2019","01","06","","-3.5","","-6.4","","-5.0","","23.0","","0.0","","","","","","0.6","","26","","13","","37",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-01-07","2019","01","07","","-6.4","","-18.7","","-12.6","","30.6","","0.0","","","","","","0.3","","28","","31","","37",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-01-08","2019","01","08","","-10.2","","-22.4","","-16.3","","34.3","","0.0","","","","","","0.0","","25","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-01-09","2019","01","09","","-7.7","","-13.8","","-10.7","","28.7","","0.0","","","","","","0.5","","25","","14","","42",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-01-10","2019","01","10","","-8.9","","-16.4","","-12.6","","30.6","","0.0","","","","","","0.0","","24","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-01-11","2019","01","11","","-2.6","","-14.3","","-8.5","","26.5","","0.0","","","","","","0.0","","25","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-01-12","2019","01","12","","1.5","","-8.1","","-3.3","","21.3","","0.0","","","","","","0.0","","25","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-01-13","2019","01","13","","-3.9","","-11.4","","-7.6","","25.6","","0.0","","","","","","0.0","","24","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-01-14","2019","01","14","","3.9","","-9.3","","-2.7","","20.7","","0.0","","","","","","0.0","","25","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-01-15","2019","01","15","","-1.0","","-11.5","","-6.2","","24.2","","0.0","","","","","","0.0","","24","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-01-16","2019","01","16","","-10.9","","-16.0","","-13.4","","31.4","","0.0","","","","","","0.0","","24","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-01-17","2019","01","17","","-15.4","","-20.6","","-18.0","","36.0","","0.0","","","","","","0.2","","24","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-01-18","2019","01","18","","-14.3","","-17.2","","-15.7","","33.7","","0.0","","","","","","0.9","","24","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-01-19","2019","01","19","","-12.1","","-16.1","","-14.1","","32.1","","0.0","","","","","","0.0","","26","","13","","37",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-01-20","2019","01","20","","2.2","","-12.8","","-5.3","","23.3","","0.0","","","","","","0.0","","28","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-01-21","2019","01","21","","1.3","","-9.4","","-4.0","","22.0","","0.0","","","","","","0.2","","28","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-01-22","2019","01","22","","0.0","","-10.7","","-5.4","","23.4","","0.0","","","","","","0.5","","28","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-01-23","2019","01","23","","-1.3","","-20.8","","-11.1","","29.1","","0.0","","","","","","0.6","","29","","36","","41",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-01-24","2019","01","24","","1.1","","-21.9","","-10.4","","28.4","","0.0","","","","","","0.0","","31","","29","","37",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-01-25","2019","01","25","","4.0","","-5.8","","-0.9","","18.9","","0.0","","","","","","0.3","","31","","32","","33",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-01-26","2019","01","26","","7.6","","2.7","","5.2","","12.8","","0.0","","","","","","0.0","","30","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-01-27","2019","01","27","","9.3","","-3.3","","3.0","","15.0","","0.0","","","","","","0.4","","27","","32","","62",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-01-28","2019","01","28","","-3.2","","-13.4","","-8.3","","26.3","","0.0","","","","","","0.0","","25","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-01-29","2019","01","29","","-8.9","","-16.0","","-12.5","","30.5","","0.0","","","","","","0.0","","25","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-01-30","2019","01","30","","2.6","","-11.7","","-4.5","","22.5","","0.0","","","","","","3.1","","26","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-01-31","2019","01","31","","4.4","","-14.1","","-4.8","","22.8","","0.0","","","","","","0.7","","28","","3","","35",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-02-01","2019","02","01","","-14.1","","-20.3","","-17.2","","35.2","","0.0","","","","","","4.4","","27","","4","","34",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-02-02","2019","02","02","","-20.1","","-27.2","","-23.7","","41.7","","0.0","","","","","","2.0","","28","","34","","31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-02-03","2019","02","03","","-26.9","","-29.9","","-28.4","","46.4","","0.0","","","","","","1.3","","31","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-02-04","2019","02","04","","-24.7","","-29.5","","-27.1","","45.1","","0.0","","","","","","1.3","","31","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-02-05","2019","02","05","","-21.8","","-32.8","","-27.3","","45.3","","0.0","","","","","","0.2","","31","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-02-06","2019","02","06","","-19.0","","-28.0","","-23.5","","41.5","","0.0","","","","","","0.0","","31","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-02-07","2019","02","07","","-16.8","","-27.3","","-22.1","","40.1","","0.0","","","","","","0.0","","31","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-02-08","2019","02","08","","-20.2","","-26.4","","-23.3","","41.3","","0.0","","","","","","0.2","","31","","32","","34",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-02-09","2019","02","09","","-20.4","","-30.8","","-25.6","","43.6","","0.0","","","","","","0.2","","29","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-02-10","2019","02","10","","-21.4","","-29.0","","-25.2","","43.2","","0.0","","","","","","0.0","","29","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-02-11","2019","02","11","","-20.3","","-24.1","","-22.2","","40.2","","0.0","","","","","","1.4","","31","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-02-12","2019","02","12","","-17.8","","-30.0","","-23.9","","41.9","","0.0","","","","","","0.0","","30","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-02-13","2019","02","13","","-14.2","","-28.1","","-21.1","","39.1","","0.0","","","","","","0.0","","30","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-02-14","2019","02","14","","-14.4","","-26.2","","-20.3","","38.3","","0.0","","","","","","0.0","","30","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-02-15","2019","02","15","","-19.9","","-25.5","","-22.7","","40.7","","0.0","","","","","","1.0","","31","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-02-16","2019","02","16","","-14.3","","-20.1","","-17.2","","35.2","","0.0","","","","","","1.7","","33","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-02-17","2019","02","17","","-16.8","","-20.3","","-18.5","","36.5","","0.0","","","","","","0.0","","33","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-02-18","2019","02","18","","-14.1","","-25.5","","-19.8","","37.8","","0.0","","","","","","0.0","","32","","18","","36",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-02-19","2019","02","19","","-1.7","","-19.0","","-10.3","","28.3","","0.0","","","","","","0.0","","32","","25","","31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-02-20","2019","02","20","","-3.5","","-14.2","","-8.9","","26.9","","0.0","","","","","","0.4","","32","","33","","37",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-02-21","2019","02","21","","-10.4","","-19.5","","-15.0","","33.0","","0.0","","","","","","0.2","","32","","19","","32",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-02-22","2019","02","22","","0.0","","-15.2","","-7.6","","25.6","","0.0","","","","","","0.0","","32","","1","","37",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-02-23","2019","02","23","","-11.7","","-18.4","","-15.0","","33.0","","0.0","","","","","","0.0","","32","","2","","41",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-02-24","2019","02","24","","-12.5","","-23.7","","-18.1","","36.1","","0.0","","","","","","0.0","","32","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-02-25","2019","02","25","","-10.3","","-30.3","","-20.3","","38.3","","0.0","","","","","","0.0","","31","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-02-26","2019","02","26","","-7.2","","-28.8","","-18.0","","36.0","","0.0","","","","","","0.0","","32","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-02-27","2019","02","27","","-1.0","","-16.7","","-8.9","","26.9","","0.0","","","","","","0.0","","32","","30","","32",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-02-28","2019","02","28","","-6.1","","-16.7","","-11.4","","29.4","","0.0","","","","","","0.0","","32","","3","","36",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-03-01","2019","03","01","","-16.7","","-25.1","","-20.9","","38.9","","0.0","","","","","","0.0","","32","","34","","31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-03-02","2019","03","02","","-18.2","","-28.0","","-23.1","","41.1","","0.0","","","","","","0.0","","32","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-03-03","2019","03","03","","-12.2","","-25.4","","-18.8","","36.8","","0.0","","","","","","0.0","","32","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-03-04","2019","03","04","","-5.0","","-23.3","","-14.2","","32.2","","0.0","","","","","","0.0","","32","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-03-05","2019","03","05","","-10.0","","-16.7","","-13.3","","31.3","","0.0","","","","","","0.0","","32","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-03-06","2019","03","06","","-10.6","","-19.1","","-14.9","","32.9","","0.0","","","","","","0.0","","31","","15","","42",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-03-07","2019","03","07","","-6.7","","-17.5","","-12.1","","30.1","","0.0","","","","","","0.0","","31","","14","","32",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-03-08","2019","03","08","","-5.7","","-13.0","","-9.4","","27.4","","0.0","","","","","","3.3","","32","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-03-09","2019","03","09","","-1.0","","-11.3","","-6.2","","24.2","","0.0","","","","","","0.0","","37","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-03-10","2019","03","10","","1.4","","-16.6","","-7.6","","25.6","","0.0","","","","","","0.2","","36","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-03-11","2019","03","11","","8.8","","-8.2","","0.3","","17.7","","0.0","","","","","","0.0","","36","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-03-12","2019","03","12","","5.1","","-5.0","","0.0","","18.0","","0.0","","","","","","0.0","","35","","32","","42",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-03-13","2019","03","13","","5.3","","-5.7","","-0.2","","18.2","","0.0","","","","","","0.0","","34","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-03-14","2019","03","14","","5.9","","-10.0","","-2.1","","20.1","","0.0","","","","","","0.0","","32","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-03-15","2019","03","15","","5.7","","-3.3","","1.2","","16.8","","0.0","","","","","","0.0","","33","","32","","36",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-03-16","2019","03","16","","7.8","","-10.5","","-1.4","","19.4","","0.0","","","","","","0.0","","30","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-03-17","2019","03","17","","10.3","","-3.0","","3.6","","14.4","","0.0","","","","","","0.0","","31","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-03-18","2019","03","18","","12.2","","-2.3","","4.9","","13.1","","0.0","","","","","","0.0","","26","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-03-19","2019","03","19","","15.6","","-1.6","","7.0","","11.0","","0.0","","","","","","0.0","","22","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-03-20","2019","03","20","","16.7","","-1.5","","7.6","","10.4","","0.0","","","","","","0.0","","16","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-03-21","2019","03","21","","12.9","","-3.5","","4.7","","13.3","","0.0","","","","","","0.0","","13","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-03-22","2019","03","22","","12.2","","-1.2","","5.5","","12.5","","0.0","","","","","","0.0","","5","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-03-23","2019","03","23","","9.3","","-2.7","","3.3","","14.7","","0.0","","","","","","0.0","","0","","8","","35",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-03-24","2019","03","24","","2.4","","-1.6","","0.4","","17.6","","0.0","","","","","","0.0","","0","","19","","32",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-03-25","2019","03","25","","2.9","","0.1","","1.5","","16.5","","0.0","","","","","","0.0","","0","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-03-26","2019","03","26","","4.4","","0.6","","2.5","","15.5","","0.0","","","","","","1.4","","1","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-03-27","2019","03","27","","5.1","","0.4","","2.8","","15.2","","0.0","","","","","","0.0","","0","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-03-28","2019","03","28","","8.8","","-2.6","","3.1","","14.9","","0.0","","","","","","0.0","","0","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-03-29","2019","03","29","","10.2","","-1.2","","4.5","","13.5","","0.0","","","","","","0.0","","1","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-03-30","2019","03","30","","9.9","","-1.4","","4.3","","13.7","","0.0","","","","","","0.0","","0","","34","","37",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-03-31","2019","03","31","","6.8","","-1.7","","2.5","","15.5","","0.0","","","","","","0.0","","0","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-04-01","2019","04","01","","8.7","","0.1","","4.4","","13.6","","0.0","","","","","","0.0","","0","","32","","40",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-04-02","2019","04","02","","5.5","","-0.7","","2.4","","15.6","","0.0","","","","","","0.0","","0","","35","","31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-04-03","2019","04","03","","11.6","","-1.8","","4.9","","13.1","","0.0","","","","","","0.0","","0","","16","","32",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-04-04","2019","04","04","","3.1","","-2.1","","0.5","","17.5","","0.0","","","","","","0.0","","0","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-04-05","2019","04","05","","9.1","","-2.0","","3.5","","14.5","","0.0","","","","","","0.0","","0","","12","","38",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-04-06","2019","04","06","","6.0","","-0.7","","2.6","","15.4","","0.0","","","","","","0.0","","0","","11","","33",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-04-07","2019","04","07","","13.8","","-2.5","","5.7","","12.3","","0.0","","","","","","0.0","","0","","31","","37",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-04-08","2019","04","08","","14.9","","3.9","","9.4","","8.6","","0.0","","","","","","0.0","","0","","30","","34",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-04-09","2019","04","09","","16.2","","0.7","","8.4","","9.6","","0.0","","","","","","0.0","","0","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-04-10","2019","04","10","","13.3","","4.6","","8.9","","9.1","","0.0","","","","","","0.0","","0","","18","","37",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-04-11","2019","04","11","","10.6","","2.2","","6.4","","11.6","","0.0","","","","","","0.0","","0","","17","","38",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-04-12","2019","04","12","","9.8","","-0.2","","4.8","","13.2","","0.0","","","","","","0.0","","0","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-04-13","2019","04","13","","13.9","","-1.7","","6.1","","11.9","","0.0","","","","","","0.0","","0","","20","","32",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-04-14","2019","04","14","","8.7","","1.9","","5.3","","12.7","","0.0","","","","","","0.0","","0","","31","","46",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-04-15","2019","04","15","","8.9","","1.8","","5.4","","12.6","","0.0","","","","","","0.0","","0","","31","","34",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-04-16","2019","04","16","","14.0","","-2.6","","5.7","","12.3","","0.0","","","","","","0.0","","0","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-04-17","2019","04","17","","15.1","","-1.1","","7.0","","11.0","","0.0","","","","","","0.0","","0","","31","","53",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-04-18","2019","04","18","","17.4","","-0.4","","8.5","","9.5","","0.0","","","","","","0.0","","0","","21","","31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-04-19","2019","04","19","","13.3","","6.3","","9.8","","8.2","","0.0","","","","","","0.0","","0","","32","","39",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-04-20","2019","04","20","","12.1","","1.7","","6.9","","11.1","","0.0","","","","","","0.0","","0","","28","","45",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-04-21","2019","04","21","","15.8","","-3.1","","6.3","","11.7","","0.0","","","","","","0.0","","0","","26","","35",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-04-22","2019","04","22","","22.6","","-0.1","","11.2","","6.8","","0.0","","","","","","0.0","","0","","31","","50",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-04-23","2019","04","23","","17.6","","4.2","","10.9","","7.1","","0.0","","","","","","0.0","","0","","32","","49",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-04-24","2019","04","24","","","M","","M","","M","","M","","M","","","","","","M","0","","","M","","M"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-04-25","2019","04","25","","11.0","","-0.3","","5.3","","12.7","","0.0","","","","","","0.0","","0","","31","","46",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-04-26","2019","04","26","","11.3","","2.9","","7.1","","10.9","","0.0","","","","","","0.0","","0","","9","","45",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-04-27","2019","04","27","","5.7","","-1.1","","2.3","","15.7","","0.0","","","","","","2.1","","0","","10","","56",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2019-04-28","2019","04","28","","6.8","","-5.2","","0.8","","17.2","","0.0","","","","","","1.1","","0","","5","","31",""
